uid,laboratoryName,analyte,instrument,sopVersion,method,methodModification,methodDetectionLimit,analyteUnits,precision,precisionRepeatabilityUnits,absorbancePrecision,measurementUncertainty,measurementUncertaintyUnits,internalLabName,labSpecificStartDate,labSpecificEndDate
"23b9c45e-82d0-453b-9dbe-8576e52a692f","Florida International University","NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"Sulfanilamide and NEDA (Based on EPA 535.4)",,0.000,"milligramsPerLiter",0.021,"+/- % of nominal value at full scale",,0.074,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"b542b30a-2bd5-4e2f-8076-29297847d968","Florida International University","NO3+NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)","11","Cd reduction/sulfanilamide and NEDA (Based on EPA 535.4)",,0.002,"milligramsPerLiter",0.015,"+/- % of nominal value at full scale",,0.042,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"35d59d7c-1156-40df-b0cf-22692f08012f","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.023,"+/- % of nominal value at full scale",,0.057,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01",
"7eeb3b6a-c345-40a2-b96c-84818e89edb8","Florida International University","NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)","11","Sulfanilamide and NEDA (Based on EPA 535.4)",,0.000,"milligramsPerLiter",0.016,"+/- % of nominal value at full scale",,0.044,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"afa9dc66-a449-40c6-afda-356817f08f07","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.023,"+/- % of nominal value at full scale",,0.057,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01",
"d3c51385-fa5b-431a-827d-6383196e0e6a","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1) - Low Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.023,"+/- % of nominal value at full scale",,0.057,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"adf0d0a3-b797-4a3a-8c77-ed59c5e4ff56","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV","10","molybdate and antimony (Based on EPA 365.1) - Low Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.021,"+/- % of nominal value at full scale",,0.054,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"29a54297-742a-4c3b-a9c0-e2fdd5166e3e","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.018,"+/- % of nominal value at full scale",,0.045,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01",
"bf38d203-89e1-4fa9-8d00-75cb283b9fe8","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.018,"+/- % of nominal value at full scale",,0.045,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01",
"c2d51446-c616-4518-92d3-2ad8b05e5aa8","Florida International University","Ortho - P","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"molybdate and antimony (Based on EPA 365.1)",,0.002,"milligramsPerLiter",0.017,"+/- % of nominal value at full scale",,0.022,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"d0e21b62-dcf3-48a5-82c7-ef4cf245dcb8","Florida International University","Ortho - P","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"molybdate and antimony (Based on EPA 365.1)",,0.001,"milligramsPerLiter",0.010,"+/- % of nominal value at full scale",,0.030,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"f5dcdee9-9701-4f1e-8d39-38d8dcf0ebc5","Florida International University","TDN","ANTEK-9000, Elementar Trace S/N Cube","10","Pyrolysis and Chemiluminescence (Based on ASTM D5176-91)","Manufacture specific instrument settings",0.050,"milligramsPerLiter",0.025,"+/- % of nominal value at full scale",,0.064,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-11-01","2024-07-31"
"cdc9df2d-1bba-4f2c-8c0e-bea699d8e9a8","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.019,"+/- % of nominal value at full scale",,0.051,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"591a56a5-5ef1-4077-81cd-e9db0d9314c6","Florida International University","NH4 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"indophenol (Based on EPA 349.0)","RFA: Hypochlorite Solution to replace NaDTT Solution; SEAL: use manufactural recommended reagents",0.002,"milligramsPerLiter",0.021,"+/- % of nominal value at full scale",,0.058,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"6eefdcbf-18a0-47af-8e08-9e2407c119eb","Florida International University","NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"Sulfanilamide and NEDA (Based on EPA 535.4)",,0.000,"milligramsPerLiter",0.009,"+/- % of nominal value at full scale",,0.024,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"3701fd02-4d4a-45ac-9fcc-f66fa03f28fe","Florida International University","TN","ANTEK-9000, Elementar Trace S/N Cube",,"Pyrolysis and Chemiluminescence (Based on ASTM D5176-91)","Manufacture specific instrument settings",0.050,"milligramsPerLiter",0.029,"+/- % of nominal value at full scale",,0.076,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-11-01",
"38fc9512-041d-442a-8fa8-205be255f88b","Florida International University","Ortho - P","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)","11","molybdate and antimony (Based on EPA 365.1)",,0.002,"milligramsPerLiter",0.015,"+/- % of nominal value at full scale",,0.041,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"23adbceb-b540-4295-b09d-6e225789718e","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1)","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.019,"+/- % of nominal value at full scale",,0.051,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"20443b4c-062a-4f80-915a-ca052829cb9f","Florida International University","NO3+NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"Cd reduction/sulfanilamide and NEDA (Based on EPA 535.4)",,0.001,"milligramsPerLiter",0.016,"+/- % of nominal value at full scale",,0.044,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2021-08-23","2022-07-31"
"d8c769b9-f360-4601-91dd-24ac0398606d","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1) - Low Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.023,"+/- % of nominal value at full scale",,0.057,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"5e71cf32-8416-4baf-b44e-f934102b0cac","Florida International University","NO3+NO2 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"Cd reduction/sulfanilamide and NEDA (Based on EPA 535.4)",,0.002,"milligramsPerLiter",0.021,"+/- % of nominal value at full scale",,0.070,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"58113652-f7eb-4b2d-826c-526756b31545","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV","10","molybdate and antimony (Based on EPA 365.1) - High Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.014,"+/- % of nominal value at full scale",,0.035,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"bc4fb6c2-a6ae-4d02-88ff-348561129bdf","Florida International University","TN","ANTEK-9000, Elementar Trace S/N Cube","10","Pyrolysis and Chemiluminescence (Based on ASTM D5176-91)","Manufacture specific instrument settings",0.050,"milligramsPerLiter",0.025,"+/- % of nominal value at full scale",,0.064,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-11-01","2024-07-31"
"089fa6b5-2ba5-4a83-9e57-11a89c4b0d02","Florida International University","TDN","ANTEK-9000, Elementar Trace S/N Cube",,"Pyrolysis and Chemiluminescence (Based on ASTM D5176-91)","Manufacture specific instrument settings",0.050,"milligramsPerLiter",0.029,"+/- % of nominal value at full scale",,0.076,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-11-01",
"ef438df1-ee49-4f71-befa-2b1d86280f0d","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV","10","molybdate and antimony (Based on EPA 365.1) - High Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.014,"+/- % of nominal value at full scale",,0.035,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"fb6f93d2-50be-4aa2-a30f-df5cc2bc6721","Florida International University","NH4 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)","11","indophenol (Based on EPA 349.0)","RFA: Hypochlorite Solution to replace NaDTT Solution; SEAL: use manufactural recommended reagents",0.003,"milligramsPerLiter",0.029,"+/- % of nominal value at full scale",,0.074,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
"539b27f8-ffca-4902-a39a-136015ba4a5c","Florida International University","TDP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1) - High Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.018,"+/- % of nominal value at full scale",,0.045,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"5b9ca325-60ae-4027-98a5-dc772ed9f3e6","Florida International University","NH4 - N","SEAL QuAAtro39 SFA, Astoria Rapid Flow Analyzer (RFA)",,"indophenol (Based on EPA 349.0)","RFA: Hypochlorite Solution to replace NaDTT Solution; SEAL: use manufactural recommended reagents",0.003,"milligramsPerLiter",0.026,"+/- % of nominal value at full scale",,0.059,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"313f19a1-69e5-44d8-805f-7e29b11317af","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV",,"molybdate and antimony (Based on EPA 365.1) - High Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.003,"milligramsPerLiter",0.018,"+/- % of nominal value at full scale",,0.045,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2022-08-01","2023-07-31"
"7fd8d246-0e57-42a6-918a-feae5451d693","Florida International University","TP","SEAL QuAAtro39 SFA, OI Analytical Flow Solution IV (FSIV), OI ALPKEM FSIV","10","molybdate and antimony (Based on EPA 365.1) - Low Curve","Sample digestion based on Solorzano and Sharp (Limnol. Oceanogr., 25(4), 1980, 754-758)",0.001,"milligramsPerLiter",0.021,"+/- % of nominal value at full scale",,0.054,"95% CI of combined uncertainty","CAChE-Nutrient Analysis Core Facility","2023-08-01","2024-07-31"
